GeneID	gene_name	GSM1480291	GSM1480292	GSM1480293	GSM1480294	GSM1480295	GSM1480296	GSM1480297	GSM1480298	GSM1480299	GSM1480300	GSM1480301	GSM1480302
100526548	Mir3079	0	0	0	0	0	0	1	0	0	0	0	1
100526549	Mir3085	0	0	0	0	0	0	0	0	0	0	0	0
100526552	Mir669p-1	0	0	0	0	0	0	0	0	0	0	0	0
100526553	Mir467a-7	0	0	0	0	0	0	0	0	0	0	0	0
100526554	Mir467a-9	0	0	0	0	0	0	0	0	0	0	0	0
100526555	Mir3087	0	0	0	0	0	0	0	0	0	0	0	0
100526556	Mir3091	3	8	7	5	2	1	10	2	12	2	3	3
100526557	Mir3097	0	0	0	0	0	0	1	0	0	1	0	0
100526558	Mir344b	0	0	0	0	0	0	0	0	0	0	0	0
100526559	Mir3103	0	0	0	0	0	0	0	0	0	0	0	0
100526560	Mir3109	6	13	1	2	1	2	2	1	4	1	5	3
100526562	Mir3105	0	0	0	0	0	0	0	0	0	0	0	0
100526796	Cahm	7	11	4	4	2	6	8	10	8	12	7	10
100529074	Snora33	30	19	17	15	3	8	49	31	24	41	20	10
100529075	Snord100	32	21	35	25	7	7	48	33	73	62	17	22
100529076	Snord42a	5	9	6	5	1	6	22	8	14	7	10	8
100529077	Snord42b	16	20	9	10	0	4	19	26	15	15	12	16
100529079	5830418P13Rik	0	0	0	0	0	0	0	0	0	0	0	0
100529082	H2-T27	62	82	203	135	504	505	46	43	68	40	40	29
100532	Rell1	2133	2637	3729	3954	1293	1129	2050	2849	2349	1915	1330	1320
100532730	C230037L18Rik	15	6	11	13	4	10	8	1	8	9	4	4
100534633	Gm15008	0	0	0	0	0	0	0	1	1	0	0	0
100535	Oas1d	1	1	0	0	1	0	0	4	1	0	0	0
100554	Pramel52-ps	0	0	0	0	0	0	0	0	0	0	0	0
100559	Ugt2b38	0	0	0	0	0	0	0	0	0	0	0	0
100561	Slc15a4	619	668	640	525	190	175	571	524	487	399	327	271
100568459	Bc1	7	5	5	6	7	3	10	14	16	8	14	15
100579147	Gm10619	0	0	0	0	0	0	0	0	0	0	0	0
100579151	Gm16833	0	0	0	0	0	1	0	0	0	0	0	0
100604	Lrrc8c	48	63	15	11	4	7	1166	1162	1397	1336	1135	1195
100608	Noc4l	1535	1629	1420	1195	744	879	1984	1819	2008	1591	1003	965
100609	Nsun5	278	273	171	137	127	129	353	230	274	220	167	169
100616095	Snhg18	25	23	3	0	3	1	211	217	381	336	352	266
100628567	Mir28c	0	0	0	0	0	0	0	0	0	0	0	0
100628568	Mir3963	0	0	0	0	0	0	0	0	0	0	0	0
100628569		0	0	0	0	0	0	0	0	1	1	0	0
100628570	Mir3965	0	0	0	0	0	0	0	0	0	0	0	0
100628571	Mir378b	3	2	3	1	0	5	1	0	2	0	4	1
100628572	Mir101c	0	0	0	0	0	0	0	0	0	0	0	0
100628573	Mir3969	0	0	0	0	0	0	0	0	0	0	0	0
100628574	Mir28b	0	0	0	0	0	0	0	0	0	0	0	0
100628575	Mir3970	0	0	0	0	0	0	0	0	0	0	0	0
100628576	Mir5046	0	0	0	0	0	0	0	0	0	0	0	0
100628577	Mir5098	0	0	0	0	0	1	0	0	0	0	0	0
100628578	Mir5099	0	0	0	0	0	0	0	0	0	0	0	0
100628579		2279	2733	2968	1989	2616	1861	453	636	2771	2582	2271	1954
100628580	Mir5103	0	1	2	0	1	1	1	0	0	0	0	1
100628581	Mir5104	0	0	0	0	0	0	0	0	0	0	0	0
100628582	Mir3473c	0	0	0	0	0	0	1	1	2	0	0	0
100628583	Mir5108	0	0	0	0	0	0	0	0	0	0	0	0
100628584		198	224	310	220	245	190	63	79	245	234	196	143
100628585		0	0	0	0	1	0	0	0	0	0	0	1
100628586	Mir5112	0	0	0	0	0	0	0	0	1	1	0	1
100628587		2	0	0	0	0	0	0	0	0	0	3	0
100628588		0	0	0	0	0	0	0	0	0	0	0	0
100628589	Mir5118	0	0	0	0	0	0	0	0	0	0	0	0
100628590	Mir5120	0	0	0	0	0	0	0	0	0	0	0	0
100628592	Mir3473d	0	1	0	0	0	0	0	0	0	0	0	0
100628593	Mir5125	190	214	257	234	80	57	168	151	227	204	112	114
100628594	Mir3572	0	0	0	0	0	0	0	0	0	0	0	0
100628595	Mir5126	0	0	0	0	0	0	0	0	0	0	0	0
100628596	Mir5127	0	0	0	0	0	0	0	0	0	0	0	0
100628598	Mir5129	0	0	0	0	0	0	0	0	0	0	0	0
100628599	Mir5130	0	0	0	0	0	0	0	0	0	0	0	0
100628600	Mir5131	0	0	0	0	0	0	0	0	0	0	0	0
100628601	Mir5132	0	0	0	0	0	0	0	0	0	0	0	0
100628602	Mir5133	12	7	4	1	0	0	14	12	20	10	9	7
100628603	Mir5134	0	0	0	0	0	0	0	0	0	0	0	0
100628604	Mir5135	2	1	0	0	0	0	0	1	1	1	0	0
100628605	Mir5136	0	0	0	0	0	0	0	0	0	0	0	0
100628606	Mir3960	16	15	9	8	6	2	10	7	4	5	5	3
100628607	Mir3964	0	0	0	0	0	0	0	0	0	0	0	0
100628608	Mir3967	0	0	0	0	0	0	0	0	0	0	0	0
100628609	Mir3473b	0	0	0	0	0	0	0	0	0	0	0	0
100628610	Mir5101	0	0	0	0	0	0	0	0	0	0	0	0
100628611	Mir5107	1	0	0	0	0	1	3	1	4	0	0	1
100628612	Mir5113	0	0	0	0	0	0	0	0	0	0	0	0
100628613	Mir5119	2	3	1	0	0	0	0	1	0	0	0	1
100628614	Mir5123	1	0	0	1	0	0	0	0	0	0	0	0
100628615	Mir3962	0	0	0	0	0	0	0	0	0	0	1	0
100628616	Mir3966	0	0	0	0	0	0	0	0	0	0	0	0
100628617		0	0	0	0	0	0	0	0	0	0	0	0
100628618	Mir5106	0	1	0	0	0	0	0	0	0	0	0	0
100628619	Mir5114	0	0	0	0	0	0	0	0	0	0	0	0
100628620	Mir5122	0	0	0	0	0	0	0	0	0	0	0	0
100628621	Mir3961	0	0	0	0	0	0	0	0	0	0	0	0
100628623	Mir3968	0	0	0	0	0	0	0	0	0	0	0	0
100628624	Mir3971	0	0	0	0	0	0	0	0	0	0	0	0
100628625	Mir5100	3	0	0	1	0	0	0	5	0	2	1	0
100628626		25839	31052	37327	27547	28932	21283	5697	7804	34615	33476	31796	25858
100628627	Mir5110	0	0	0	0	0	0	0	0	0	0	0	0
100628628	Mir5116	0	0	0	0	0	0	0	0	0	0	0	0
100628629	Mir5121	0	0	0	0	0	0	0	0	0	0	0	0
100628630	Mir5124a	0	0	0	0	0	0	0	0	0	0	0	0
100637	N4bp2l1	62	70	55	64	35	30	167	207	85	102	130	152
100642166	Gm15446	25	26	18	18	10	17	19	11	12	12	11	11
100647	Upk3b	1	3	0	1	0	0	0	1	1	2	1	1
100662		375	464	479	425	187	238	248	294	273	228	233	241
100678	Psph	230	238	186	162	142	116	374	381	444	478	392	429
100683	Trrap	2893	3621	1948	1873	682	669	5212	5337	3609	3195	3393	3096
100689	Spon2	21	37	68	63	10	18	3246	3898	14222	18297	9497	9378
100689703	9330133O14Rik	499	426	545	625	216	217	566	505	779	410	299	343
100702	Gbp6	52	55	61	28	30	24	73	76	51	39	40	19
100705	Acacb	187	285	569	537	6275	7344	208	270	227	219	259	312
100710	Pds5b	950	1024	740	636	1694	1553	1813	1689	1686	1269	1189	1182
100715	Tent2	326	292	252	229	146	168	237	218	171	159	190	219
100727	Ugt2b34	0	0	0	0	0	0	0	0	2	3	1	1
100732	Mapre3	366	378	60	76	100	76	579	498	590	708	1041	1018
100736249	Mira	3	4	0	1	0	1	12	10	5	1	4	6
100737	Dcun1d4	238	278	289	296	105	152	747	664	1281	1231	1053	977
100740	AI839979	5	6	1	0	2	1	7	10	3	2	4	4
100756	Usp30	438	481	500	449	239	286	430	346	303	308	356	419
100763	Ube3c	1451	1525	1266	1016	890	876	1782	1385	1327	1167	1394	1357
100764	Rita1	87	112	98	81	73	84	168	122	164	116	154	158
100775172	Ighv8-13	0	0	0	0	0	0	0	0	0	0	0	0
100775173	Ighv1-74	0	0	0	0	0	0	0	0	0	0	0	0
100775174	Ighv1-76	0	0	0	0	0	0	0	0	0	0	0	0
100775175	Ighv1-82	0	0	0	0	0	0	0	0	0	0	0	0
100855	Tbc1d14	973	1052	1419	1556	2733	2493	648	448	493	359	356	422
100859931	Gm20604	0	0	0	0	0	0	0	0	0	0	0	0
100859962	Gm21057	1	0	0	0	0	0	1	0	0	0	0	0
100861471	n-R5s100	1	0	0	0	0	0	0	0	0	0	0	0
100861472	n-R5s103	1	0	0	0	0	0	0	0	0	0	0	0
100861473	n-R5s104	0	0	0	0	0	0	0	0	0	0	0	0
100861474	n-R5s105	3	2	0	0	5	5	1	0	0	0	1	1
100861475	n-R5s108	0	0	0	0	0	0	0	0	0	0	0	0
100861477	n-R5s110	0	0	0	0	0	0	0	0	0	0	0	0
100861478	n-R5s111	0	0	0	0	0	0	0	0	0	0	0	0
100861479	n-R5s113	0	0	0	0	0	0	0	0	0	0	0	0
100861480	Gm25018	0	0	0	0	0	0	0	0	0	0	0	0
100861481	n-R5s117	0	0	0	0	0	0	0	0	0	0	0	0
100861482	n-R5s121	0	0	0	0	0	0	0	0	0	0	0	0
100861483	n-R5s122	0	0	0	0	0	0	0	0	0	0	0	0
100861484	n-R5s123	0	0	0	0	0	0	0	0	0	0	0	0
100861486	n-R5s124	0	0	0	0	0	0	0	0	0	0	0	0
100861487	n-R5s128	0	0	0	0	0	0	0	0	0	0	0	0
100861488	Gm26391	0	0	0	0	0	0	0	0	0	0	0	0
100861489	n-R5s133	0	0	0	0	0	0	0	0	0	0	0	0
100861490	n-R5s134	0	0	0	0	0	0	0	0	0	0	0	0
100861491	n-R5s136	0	0	0	0	0	0	0	0	0	0	0	0
100861492	n-R5s138	0	0	0	0	0	0	0	0	0	0	0	0
100861493	n-R5s139	0	0	0	0	0	0	0	0	0	0	0	0
100861494	Gm22109	0	0	0	0	0	0	0	0	0	0	0	0
100861495	n-R5s141	0	0	0	0	0	0	0	0	0	0	0	0
100861496	n-R5s142	0	0	0	0	0	0	0	0	0	0	0	0
100861497	n-R5s143	0	0	0	0	0	0	0	0	0	0	0	0
100861498	n-R5s144	0	0	0	0	0	0	0	0	0	0	0	0
100861499	Gm25212	0	0	0	0	0	0	0	0	0	0	0	0
100861500	n-R5s146	0	0	0	0	0	0	0	0	0	0	0	0
100861501	Gm22291	0	0	0	0	0	0	0	0	0	0	0	0
100861502	Gm23284	0	0	0	0	0	0	0	0	0	0	0	0
100861503	n-R5s149	0	0	0	0	0	0	0	0	0	0	0	0
100861531		25876	38850	24878	31348	38218	33203	24901	14311	21974	15919	17689	16009
100861570	DQ267100	0	0	0	0	0	0	0	0	0	0	2	1
100861571	DQ267101	0	0	0	0	0	0	0	0	0	0	0	0
100861572	DQ267102	0	0	1	0	0	0	0	0	1	2	0	3
100861595		42	56	19	14	3	11	976	1069	2859	3031	3748	2927
100861596		0	0	0	0	0	0	0	0	0	0	0	0
100861598	Gm21064	0	0	0	0	0	0	0	0	0	0	0	0
100861599		0	0	0	0	0	0	0	0	0	0	0	0
100861600		0	0	0	0	0	0	0	0	0	0	0	0
100861601		20	15	0	2	0	3	17	6	7	7	12	6
100861602		18	31	13	5	6	7	18	6	17	14	12	12
100861603		0	0	0	0	0	0	0	0	0	0	0	0
100861604		0	0	0	0	0	0	0	0	0	0	0	0
100861606		0	1	1	0	0	0	0	0	2	3	1	1
100861608		0	0	0	0	0	0	0	0	0	0	0	0
100861610		0	0	0	0	1	0	0	3	3	5	5	2
100861611		0	0	0	0	0	0	0	0	0	0	0	0
100861615	Gm3411	27	26	2	13	63	99	229	255	310	262	209	165
100861616		0	0	0	0	0	0	0	0	0	0	0	0
100861617		0	0	0	0	0	0	0	0	0	0	0	0
100861618	Ccl19-ps1	2	2	1	1	0	0	8	10	2	4	2	4
100861619		5	3	1	1	2	1	5	4	2	4	3	0
100861620	Gm21082	19	16	0	0	0	0	1	5	0	2	2	3
100861621		0	16	4	4	3	8	2448	4006	1299	1397	1039	1275
100861622		0	0	0	0	0	0	0	0	0	0	0	0
100861623	Rhox3a2	0	0	0	0	0	0	0	0	0	0	0	0
100861624		0	0	0	0	0	0	0	0	0	0	0	0
100861625		1	1	0	0	0	0	2	1	8	11	5	5
100861626		0	0	0	0	0	0	0	0	0	0	0	0
100861628		2	3	0	0	0	0	0	0	0	1	0	0
100861629		0	0	0	0	0	0	0	0	0	0	0	0
100861630		0	0	0	0	0	0	0	0	0	0	0	0
100861632		0	0	0	0	0	0	0	0	0	0	0	0
100861633		8	3	0	1	1	0	142	118	206	168	253	181
100861634	Gm21092	67	55	27	35	21	17	38	36	38	25	10	22
100861635	Gm21093	2	2	1	1	0	0	12	10	17	17	19	13
100861636		0	0	0	0	0	0	0	0	0	0	0	0
100861637		0	0	0	0	0	0	0	0	0	0	0	0
100861638		0	0	0	0	0	0	0	0	0	0	0	0
100861639		0	0	0	0	0	0	0	0	0	0	0	0
100861640	Rhox4a2	1	1	0	0	0	0	2	0	0	0	0	0
100861641		0	0	0	0	0	0	0	0	0	0	0	0
100861642		0	0	0	0	0	0	0	0	0	0	0	0
100861643		0	0	0	0	0	0	0	0	0	0	0	0
100861644		0	2	0	1	0	0	1	0	0	0	2	0
100861645		11	7	12	13	1	6	0	0	1	0	0	0
100861646		0	0	2	0	11	11	2	4	0	3	1	3
100861647	Ccl19-ps6	2	0	0	0	0	0	2	0	0	0	0	0
100861648		0	0	0	0	0	0	0	0	1	0	0	0
100861649		27	38	71	89	32	38	22	25	36	40	22	28
100861650		0	0	0	0	0	0	0	0	0	0	0	0
100861652		987	1045	793	640	302	281	568	542	486	378	329	314
100861653		236	195	136	111	64	70	142	138	162	153	82	92
100861655	LOC100861655	0	0	0	0	0	0	0	0	0	0	0	0
100861657		0	0	2	0	5	2	3	4	3	3	3	3
100861659		0	0	0	0	0	0	0	0	0	0	0	0
100861661		0	1	0	0	0	0	0	0	0	1	3	3
100861662		0	0	0	0	0	0	0	0	0	0	0	0
100861663	Gm6605	0	0	0	0	0	0	0	0	0	0	1	0
100861664		3	1	0	1	0	0	1	1	1	0	0	0
100861665		0	0	0	0	0	0	0	0	0	0	0	0
100861667	Gm21118	0	0	0	0	0	0	0	0	0	0	0	0
100861668	Potefam3b	0	0	0	0	0	0	0	0	0	0	0	0
100861669		0	0	0	0	0	0	0	0	0	0	0	0
100861670		0	0	0	0	0	0	1	0	2	1	0	1
100861671		4	3	4	3	1	0	2	2	3	4	1	3
100861673	Gm21123	0	0	0	0	0	0	0	0	1	0	1	1
100861674		0	2	0	1	1	0	2	0	0	0	2	1
100861675		0	0	0	0	0	0	0	0	0	0	0	0
100861676		0	0	0	0	0	0	0	0	0	0	0	0
100861677		0	0	0	0	0	0	0	0	0	0	0	0
100861679	Gm21129	0	0	0	0	0	0	0	0	1	1	2	1
100861680		0	0	0	0	0	0	0	0	0	0	0	0
100861681		0	0	0	0	0	0	0	0	0	0	0	0
100861682		0	1	1	3	1	1	3	2	1	0	3	4
100861683	Gm21133	0	0	0	0	0	0	0	0	0	0	0	0
100861684		0	0	0	0	0	0	0	1	0	0	0	0
100861685		0	0	0	0	0	0	0	0	0	0	0	0
100861686	Gm21136	0	0	0	0	0	0	0	0	0	0	0	0
100861687		6	5	8	1	2	6	5	11	3	2	5	6
100861688		0	0	0	0	0	0	0	0	0	0	0	0
100861689		0	0	0	0	0	0	0	0	0	0	0	0
100861691	LOC100861691	0	0	0	0	0	0	0	0	0	0	0	0
100861692		0	0	0	0	0	0	0	0	0	0	0	0
100861693		0	0	0	0	0	0	0	0	0	0	0	0
100861694	Gm21142	0	0	0	0	0	0	0	0	0	0	0	0
100861695		0	0	0	0	0	0	0	0	0	0	0	0
100861696		423	359	251	198	142	61	296	344	369	301	157	113
100861697		15	11	14	11	13	9	10	9	3	8	2	9
100861699		0	0	0	0	0	0	0	0	0	0	0	0
100861701		1	0	0	0	0	0	0	4	0	0	0	0
100861702	Gm21149	2	2	3	0	1	3	615	880	367	355	251	290
100861703		0	0	0	0	0	0	0	0	0	0	0	0
100861704		0	0	0	0	0	0	0	0	0	0	0	0
100861705	Gm21152	6	2	2	4	3	2	2	3	6	4	1	0
100861706		0	0	0	0	0	0	0	0	0	0	0	0
100861707		1	0	0	0	0	0	0	0	1	2	0	0
100861709		0	0	0	0	0	0	0	0	0	0	0	0
100861711		55	35	23	22	8	8	81	39	29	28	32	41
100861712		26	31	11	5	6	7	18	13	17	8	13	17
100861714		0	0	0	0	0	0	0	0	0	0	0	0
100861715		0	0	0	0	0	0	4	5	6	3	4	4
100861716		0	0	0	0	0	0	0	0	0	1	0	1
100861717		0	0	0	0	0	0	0	0	0	0	0	0
100861718		0	0	0	0	0	0	0	0	0	0	0	0
100861719	Gm21162	0	0	0	0	0	0	0	0	0	0	0	0
100861720		0	0	0	0	0	0	0	0	0	0	0	0
100861721		1	3	7	5	9	10	3	5	0	6	2	6
100861722		446	447	644	649	546	576	2370	2050	2603	2398	3528	3615
100861724		0	0	0	0	0	0	0	0	0	0	0	0
100861725		6	13	2	9	1	1	9	2	10	10	14	4
100861726		0	0	0	0	0	0	1	0	0	1	0	0
100861727		0	0	0	0	0	0	10	6	7	6	2	1
100861729		0	0	0	0	0	0	0	0	0	0	0	0
100861730	Gm21170	0	0	0	0	0	0	0	0	0	0	0	0
100861731		0	0	0	0	0	0	0	0	0	0	0	0
100861732		0	0	0	0	0	0	0	1	0	0	0	0
100861733		0	0	0	0	0	0	0	0	0	0	0	0
100861734		0	0	0	0	0	0	0	0	0	0	0	0
100861735		0	0	0	0	0	0	0	0	0	0	0	0
100861736		6	9	5	8	1	3	2	0	5	6	2	6
100861738	LOC100861738	0	0	0	0	0	0	0	0	0	0	0	0
100861739		2	4	1	1	2	1	2	0	0	0	0	1
100861742		1	0	0	0	0	0	0	0	0	0	0	0
100861743	Gm21180	0	0	0	0	0	0	0	0	0	0	0	0
100861745		55	55	38	38	21	18	72	62	51	52	32	30
100861748		0	0	0	0	0	0	0	0	0	0	0	0
100861749	LOC100861749	0	0	0	0	0	0	0	0	0	0	0	0
100861750		0	0	0	0	0	0	0	0	0	0	0	0
100861751		0	0	0	0	0	0	0	0	0	0	0	0
100861752		2	2	1	2	0	0	3	3	3	2	1	0
100861753	Anxa2r1	138	112	93	106	55	62	134	152	119	124	134	179
100861754		0	2	0	0	0	0	1	3	0	1	1	0
100861755	Gm21190	1	2	2	2	0	3	659	840	200	264	194	258
100861756	Gm21191	0	0	0	0	0	0	0	0	0	0	0	0
100861758		0	0	0	0	0	0	0	0	0	0	0	0
100861759		3	5	4	4	4	0	1	0	0	3	3	5
100861760		0	1	0	0	0	1	1	0	1	0	0	1
100861762		0	0	0	0	0	0	0	0	0	0	0	0
100861764		0	0	0	0	0	0	0	0	0	0	0	0
100861765		0	1	0	0	2	0	0	0	1	0	0	0
100861766		8	6	7	6	12	7	11	4	19	13	7	6
100861767		0	0	0	1	0	0	0	0	0	2	0	0
100861769		0	0	0	0	0	0	0	0	0	0	0	0
100861771		0	0	0	0	1	0	0	0	0	0	0	0
100861772		0	0	0	0	0	0	0	0	0	0	0	0
100861773		0	0	0	0	0	0	0	0	0	0	0	0
100861774		6986	6710	5224	4084	1090	1091	6761	6622	6769	5301	3218	2896
100861776		0	0	0	1	1	0	0	0	0	0	1	0
100861778		0	0	0	0	0	0	0	0	0	0	0	0
100861779		0	0	0	0	0	0	0	0	0	0	0	0
100861780		6	8	2	5	0	0	0	1	0	2	8	5
100861783		1	1	0	0	0	0	1	0	0	0	0	0
100861784		0	0	0	1	0	0	0	0	1	0	0	0
100861785		50	80	44	24	14	16	389	362	515	580	728	651
100861786		0	0	0	0	0	0	0	0	0	0	0	0
100861787		2	0	6	11	29	23	22	11	13	10	6	10
100861790		0	0	0	0	0	0	0	0	0	0	0	0
100861791		0	0	0	0	0	0	0	0	0	0	0	0
100861792		0	0	0	0	0	0	0	0	0	0	0	0
100861793		11	11	2	11	4	1	9	5	8	5	3	3
100861794	Gm21221	0	0	0	0	0	0	0	0	0	0	0	0
100861795		0	0	0	0	0	0	0	0	0	0	0	0
100861796		0	0	0	1	0	0	1	1	0	0	1	0
100861797		0	1	0	0	0	0	0	0	0	0	0	0
100861799		0	1	0	0	0	0	0	0	1	0	0	1
100861801		0	0	0	1	1	1	1	0	1	0	1	1
100861803		138	139	122	99	33	39	153	138	112	93	75	104
100861804		0	0	0	0	0	0	0	0	0	0	0	1
100861805		0	0	0	0	0	0	0	0	0	0	0	0
100861807		0	0	0	0	0	0	0	0	0	0	0	0
100861808		0	0	0	0	0	0	0	0	0	0	0	0
100861809		0	0	0	0	0	0	0	0	0	0	0	0
100861810		0	0	0	0	0	0	0	0	0	0	0	0
100861811		0	0	0	0	0	0	0	0	0	0	0	0
100861812		0	0	0	0	0	0	0	0	0	0	0	0
100861813		1	0	0	0	0	0	0	2	0	0	0	1
100861815		0	0	0	0	0	0	0	0	0	0	0	0
100861816		0	0	0	0	0	0	0	0	0	0	0	0
100861817	Gm21242	0	0	0	0	0	0	0	0	0	0	0	0
100861819		0	0	0	0	0	0	0	0	0	0	0	0
100861820		0	0	0	0	0	0	0	0	0	0	0	0
100861821	Gm21245	0	0	0	0	0	0	0	0	0	0	0	0
100861822		2	1	1	0	0	1	4	2	1	0	0	0
100861824		0	0	0	0	0	0	0	0	0	0	0	0
100861825	Gm21248	0	0	0	0	0	0	0	0	0	0	0	0
100861827		0	0	0	0	0	0	0	0	0	0	0	0
100861828		0	0	0	0	0	0	0	0	0	0	0	0
100861829		0	0	0	0	0	0	0	0	0	0	0	0
100861830		1	5	0	0	0	0	2	2	2	0	1	1
100861831		22	14	8	11	16	17	9	8	14	13	7	15
100861832		1	0	0	0	0	0	1	0	0	0	0	0
100861833		0	0	0	0	0	0	0	0	0	0	0	0
100861834		0	0	0	0	0	0	1	0	0	0	0	0
100861835		0	0	0	0	0	0	0	0	0	0	0	0
100861836		0	0	0	0	0	0	0	0	0	0	0	0
100861837		142	130	36	33	15	11	51	66	93	78	87	64
100861838		4	4	0	0	0	0	0	1	0	0	1	1
100861839	Gm21258	0	0	0	0	0	0	0	0	0	0	0	0
100861840		27	33	21	21	9	33	39	34	20	17	22	25
100861841		0	1	1	1	1	0	2	2	0	0	1	0
100861842		0	0	0	0	0	0	0	1	1	1	0	0
100861843		0	0	0	0	0	0	0	0	0	0	0	0
100861846		0	0	0	0	0	0	0	0	0	0	0	0
100861847		0	0	0	0	0	0	0	0	0	0	0	0
100861848		1	2	3	7	5	0	6	2	0	5	7	8
100861850		0	0	0	0	0	0	0	0	0	0	0	0
100861851	Gm21269	0	0	0	0	1	0	0	0	0	0	0	0
100861852		0	0	0	0	0	0	0	0	0	0	0	0
100861853		217	221	119	166	176	193	149	173	273	310	212	198
100861854		0	0	0	0	0	0	0	0	0	0	0	0
100861855	Gm16170	124	89	202	172	73	102	11	15	51	42	60	64
100861856		1	1	2	1	0	0	3	1	1	1	4	3
100861858		0	0	0	0	0	0	0	0	0	0	0	0
100861860		0	0	0	0	0	0	0	0	0	0	0	0
100861861	Gm21276	0	0	0	0	0	0	0	0	0	0	0	0
100861862		9	3	7	12	2	5	10	12	9	11	9	5
100861863		0	0	0	0	0	0	0	0	0	0	0	0
100861864		0	0	0	0	0	0	0	0	0	0	0	0
100861866		3	5	6	1	2	2	2	1	1	0	1	0
100861867		0	0	0	0	0	0	0	0	0	0	0	0
100861868		0	0	0	0	0	0	0	0	0	0	0	0
100861869	Gm21283	0	0	0	0	0	0	0	0	0	0	0	0
100861870	Gm21284	1	4	1	1	1	0	4	7	13	8	11	8
100861871		0	0	0	0	0	0	0	0	0	0	0	0
100861873		0	0	0	0	0	0	0	0	0	0	0	0
100861874		0	0	0	0	0	1	0	0	0	0	0	0
100861875		0	0	0	0	0	0	0	0	2	0	0	0
100861876		1	2	2	0	0	0	13	15	13	14	17	20
100861877		0	0	0	0	0	0	0	0	0	0	0	0
100861878		0	0	0	0	0	0	0	0	0	0	0	0
100861879	Gm21292	0	0	0	0	0	0	0	0	0	0	0	0
100861880	Gm21293	0	0	0	0	0	0	0	0	0	0	0	0
100861881		0	0	0	0	0	0	0	0	0	0	0	0
100861882		0	0	0	0	0	0	0	0	0	0	0	0
100861883		30	31	2	2	3	2	52	49	40	45	52	57
100861885		0	0	0	0	0	0	0	0	1	0	0	0
100861886		0	0	0	0	0	0	0	0	0	0	0	0
100861887		19	20	15	15	3	3	6	6	8	21	3	4
100861888		0	0	0	0	0	0	0	0	0	0	0	0
100861889		0	0	0	0	0	0	0	0	0	0	0	0
100861890		0	0	0	0	0	0	0	0	0	0	0	0
100861891	Gm21304	0	0	0	0	0	0	0	0	0	0	0	0
100861892		9	21	6	7	1	1	4	3	1	7	2	4
100861893		0	0	0	0	0	0	0	0	0	0	0	0
100861894		0	0	0	0	0	0	0	0	0	0	0	0
100861896		0	0	0	0	0	0	0	0	0	0	0	0
100861897		4	3	3	0	0	0	4	7	4	0	1	2
100861898	Eif1ad13	0	0	0	0	0	0	0	1	0	0	0	0
100861899	Gm21310	0	0	0	0	0	0	0	0	0	0	0	0
100861900		475	433	197	224	73	93	694	372	427	409	307	411
100861901	Gm21312	0	0	0	0	0	0	0	0	0	0	0	0
100861902		0	1	0	1	0	0	0	0	0	0	0	0
100861903		0	0	0	0	0	0	0	0	0	0	0	0
100861904		0	0	0	0	0	0	0	0	0	0	0	0
100861905		0	0	0	0	0	0	0	0	0	0	0	0
100861906	Gm21317	0	0	0	0	0	0	0	0	0	0	0	0
100861907		0	0	0	0	0	0	0	0	0	0	0	0
100861908	Eif1ad19	1	0	0	0	0	1	0	1	0	0	0	1
100861909	Mup22	0	0	0	0	0	0	0	0	0	0	0	0
100861910		7	10	5	1	4	3	11	15	13	17	13	11
100861912		0	0	0	0	0	0	0	0	0	0	0	1
100861913	C330026H20Rik	0	0	1	0	0	5	0	0	1	0	0	0
100861914		0	0	0	0	0	0	0	0	0	0	0	0
100861916		203	178	116	122	78	74	206	189	195	164	125	109
100861917		0	0	0	0	0	0	0	0	0	0	0	0
100861918		5	3	0	1	0	0	2	2	1	1	1	1
100861919		0	0	0	0	0	0	0	0	0	0	0	0
100861920		4	4	3	7	4	3	1	1	2	7	3	2
100861921		0	2	0	0	0	0	1	0	4	3	3	2
100861922		0	0	0	0	0	0	0	0	0	0	0	0
100861923		0	0	0	0	0	0	0	0	0	0	0	0
100861924		116	106	116	62	53	25	53	92	121	65	36	43
100861925		48	50	21	18	0	0	6	6	3	1	0	1
100861926		0	0	1	0	0	1	0	0	0	0	0	0
100861927		0	3	0	0	0	1	3	2	1	0	1	0
100861928		0	0	0	0	0	0	0	0	0	0	0	0
100861930		0	0	0	0	1	0	0	0	1	0	0	0
100861931		0	0	0	0	0	0	0	0	0	0	0	0
100861932		0	0	0	1	0	0	1	0	0	0	0	0
100861934		3	11	12	19	1	3	2	2	1	6	2	2
100861935		3	4	4	1	2	2	4	1	1	2	1	1
100861936		5	5	4	4	1	0	7	4	6	3	2	3
100861937		0	0	0	0	0	0	0	0	0	0	0	0
100861938		0	0	0	0	0	0	0	0	0	0	0	0
100861939		0	0	0	0	0	0	0	0	1	0	1	0
100861940		177	182	94	103	44	38	121	132	103	92	95	102
100861941		0	0	0	0	0	0	0	0	0	0	0	0
100861942		0	0	0	0	0	0	0	0	0	0	0	0
100861943		8	13	9	10	6	4	4	3	5	1	0	3
100861945		33	30	35	25	35	36	77	111	74	61	62	51
100861946		0	0	0	0	0	0	0	0	0	0	0	0
100861947		218	283	243	197	155	163	265	216	184	166	140	142
100861949		0	0	0	0	0	0	0	1	2	0	0	0
100861950		0	0	0	0	0	0	0	0	0	0	0	0
100861951		0	0	0	0	0	0	0	0	0	0	0	0
